Date,Weekday,Time,Office Hours,Brief Description,Place of Incident,Office,Site of Incident,Business Impact,Division,BU / Account affected,Line Manager,Operational Security Manager,Resolve (Hrs),Resolve (Days)
02/09/2012,TRUE,09:30,FALSE,Stolen USB drive,Office 12,TRUE,MAN33,Minor,HR,NI Library Authority,Ursula Bradberry  ,Octavio Angert  ,184,7.67
26/02/2015,FALSE,01:09,FALSE,Stolen Peripheral,Area 9,FALSE,EDI06,Minor,HMRC,Primark,Darline Goodwill  ,Bob Luthy  ,275,11.46
14/01/2013,FALSE,03:04,FALSE,Unsecured Cabinet,Office 6,TRUE,EDI06,None,HMRC,NI Library Authority,Bret Orosz  ,Raul Holmquist  ,168,7
14/09/2014,TRUE,12:00,FALSE,Lost RHD,Area 9,FALSE,EDI06,None,HR,High Speed 2 Ltd.,Efrain Hauk  ,Quinton Claudio  ,104,4.33
01/01/2016,FALSE,18:13,TRUE,Suspicious Character,Office 9,TRUE,BSN01,Major,Business Operations,Bridgestone UK,Van Vautour  ,Leonardo Mcclane  ,179,7.46
12/04/2014,TRUE,04:05,FALSE,Tailgating,Office 15,TRUE,WAK01,Minor,Business Operations,PZ Cussons,Chet Swedberg  ,Silas Wand  ,349,14.54
31/05/2014,TRUE,20:13,FALSE,Lost Peripheral,Office 1,TRUE,BSN01,Significant,DNS,Specsavers,Suzan Bogert  ,Leonardo Mcclane  ,86,3.58
15/07/2016,FALSE,05:18,FALSE,Lost RHD,Area 7,FALSE,MAN34,None,Other (specify),British American Tobacco Plc,Chet Swedberg  ,Silas Wand  ,88,3.67
14/06/2015,TRUE,19:52,FALSE,Stolen USB drive,Area 4,FALSE,BSN02,None,ROI,Cabinet Office,Nick Carter  ,Raymon Currie  ,218,9.08
15/07/2012,TRUE,17:26,FALSE,Lost USB drive,Office 13,TRUE,BSN02,Significant,"Commercial, Legal",Halfords Ltd.,Chantel Lemaire  ,Pasquale Sonntag  ,11,0.46
18/09/2014,FALSE,17:22,TRUE,Unsecured PM Document,Office 18,TRUE,BSN01,Minor,ROI,Ford Motor Company ltd,Ethan Singer  ,Mary Clowers  ,51,2.13
16/06/2016,FALSE,01:28,FALSE,Stolen USB drive,Area 6,FALSE,WAR08,Significant,Private Sector,Primark,Jonathan Wray  ,Douglass Dill  ,65,2.71
19/06/2014,FALSE,02:01,FALSE,Stolen Peripheral,Office 1,TRUE,CRE02,Minor,HR,Environment Agency,Nick Carter  ,Bob Luthy  ,9,0.38
17/03/2011,FALSE,15:40,TRUE,Stolen RHD,Area 10,FALSE,BSN02,Minor,DNS,HSBC,Renato Boos  ,Dewayne Robichaux  ,13,0.54
23/11/2013,TRUE,15:52,FALSE,Stolen Laptop,Office 10,TRUE,STE04,None,"Commercial, Legal",Home Group Limited,Tim Pinckard  ,Lyle Griswold  ,359,14.96
13/04/2016,FALSE,18:40,TRUE,Stolen RHD,Area 19,FALSE,CRE02,Minor,MIS,Vodafone Plc Government,Voncile Mountain  ,Silas Wand  ,144,6
29/06/2012,FALSE,01:10,FALSE,Lost Laptop,Area 1,FALSE,BSN01,None,Public Sector,Highland Council,Elenore Pentz  ,Douglass Dill  ,107,4.46
17/10/2014,FALSE,23:40,FALSE,Unsecured PM Document,Area 11,FALSE,STE04,Significant,HMRC,Bridgestone UK,Deidra Mayes  ,Mary Clowers  ,195,8.13
04/05/2016,FALSE,11:51,TRUE,Stolen Desktop,Area 1,FALSE,STE04,None,BAS,Electricity Supply Board,Migdalia Schmitt  ,Lyle Griswold  ,68,2.83
25/03/2017,TRUE,18:38,FALSE,Lost Desktop,Office 15,TRUE,EDI06,Minor,Private Sector,NI Library Authority,Len Clyburn  ,Pasquale Sonntag  ,75,3.13
23/08/2014,TRUE,19:37,FALSE,Lost Desktop,Office 9,TRUE,STE10,Minor,Unknown,Environment Agency,Jacob Carillo  ,Rueben Bosarge  ,318,13.25
20/03/2015,FALSE,23:00,FALSE,Stolen USB drive,Area 5,FALSE,MAN35,Minor,DNS,UK Border Agency,Chet Swedberg  ,Quinton Claudio  ,113,4.71
14/12/2016,FALSE,04:41,FALSE,Suspicious Character,Area 4,FALSE,BSN01,Major,BAS,Reading Borough Council,Cecille Haubert  ,Pasquale Sonntag  ,108,4.5
05/11/2010,FALSE,09:47,TRUE,Tailgating,Area 8,FALSE,STE10,Significant,Unknown,British American Tobacco Plc,Julius Huntsberry  ,Quinton Claudio  ,61,2.54
16/06/2013,TRUE,08:53,FALSE,Lost USB drive,Area 13,FALSE,EDI06,Major,Public Sector,Dublin City Council,Raphael Arledge  ,Damion Hope  ,73,3.04
03/09/2016,TRUE,17:31,FALSE,Lost Peripheral,Office 16,TRUE,MAN35,Significant,N&T,Alliance Boots plc,Marisa Anchondo  ,Mitch Landa  ,91,3.79
23/06/2014,FALSE,10:32,TRUE,Stolen Laptop,Area 11,FALSE,Unknown,Minor,HR,HSBC,Voncile Mountain  ,Raymon Currie  ,267,11.13
06/12/2014,TRUE,00:49,FALSE,Lost Peripheral,Area 15,FALSE,SOL20,Minor,MIS,Dublin City Council,Gregory Bieber  ,Sterling Raske  ,79,3.29
17/06/2015,FALSE,10:10,TRUE,Stolen Peripheral,Area 2,FALSE,BSN02,None,TPG,Environment Agency,Migdalia Schmitt  ,Bob Luthy  ,68,2.83
29/07/2013,FALSE,22:38,FALSE,Lost Laptop,Area 14,FALSE,MAN35,Minor,MIS,Ford Motor Company ltd,Cher Welter  ,Lyle Griswold  ,111,4.63
03/08/2014,TRUE,12:02,FALSE,Lost Laptop,Area 8,FALSE,STE04,None,TPG,HM Treasury,Tim Pinckard  ,Dewayne Robichaux  ,109,4.54
29/08/2015,TRUE,13:50,FALSE,Stolen Laptop,Office 14,TRUE,EDI06,None,Private Sector,Cambridgeshire County Council,Cher Welter  ,Quinton Claudio  ,137,5.71
04/12/2013,FALSE,01:23,FALSE,Stolen USB drive,Area 3,FALSE,BRA07,Minor,Finance & Strategy,Post Office Ltd,Vivan Truelove  ,Octavio Angert  ,88,3.67
18/09/2015,FALSE,16:15,TRUE,Stolen Desktop,Area 10,FALSE,SOL10,Minor,MIS,Whitbread Group Plc,Bret Orosz  ,Bob Luthy  ,73,3.04
23/10/2013,FALSE,07:11,TRUE,Lost USB drive,Office 19,TRUE,SOL20,Major,N&T,MOD - DFTS,Cecil Royse  ,Raymon Currie  ,146,6.08
08/11/2014,TRUE,05:35,FALSE,Suspicious Character,Office 11,TRUE,TEL15,Significant,Public Sector,Reading Borough Council,Nick Carter  ,Bob Luthy  ,127,5.29
25/06/2015,FALSE,02:33,FALSE,Suspicious Character,Office 6,TRUE,EDI06,None,Public Sector,HSBC,Marisa Anchondo  ,Silas Wand  ,91,3.79
26/06/2015,FALSE,07:09,TRUE,Lost Laptop,Area 8,FALSE,Unknown,Minor,DNS,Specsavers,Araceli Urena  ,Douglass Dill  ,38,1.58
03/11/2015,FALSE,04:13,FALSE,Stolen RHD,Canteen,FALSE,STE10,None,HR,NI Education & Library Boards,Darline Goodwill  ,Mary Clowers  ,52,2.17
19/06/2012,FALSE,02:15,FALSE,Unsecured Cabinet,Unknown,FALSE,SOL10,Minor,"Commercial, Legal",HPC Wales,Fallon Planas  ,Quinton Claudio  ,127,5.29
21/04/2014,FALSE,17:17,TRUE,Stolen USB drive,Office 15,TRUE,STE10,Minor,HMRC,MOD - DFTS,Felicidad Vose  ,Pasquale Sonntag  ,56,2.33
13/12/2012,FALSE,18:15,TRUE,Stolen Desktop,Office 9,TRUE,MAN33,Minor,HMRC,HM Treasury,Cecil Royse  ,Rueben Bosarge  ,111,4.63
04/12/2014,FALSE,02:05,FALSE,Lost Laptop,Office 12,TRUE,BSN02,Significant,MIS,NI Water,Candra Snowball  ,Mitch Landa  ,80,3.33
05/11/2014,FALSE,19:19,FALSE,Lost Laptop,Office 18,TRUE,SOL20,None,DNS,NI Education & Library Boards,Suzan Bogert  ,Raul Holmquist  ,130,5.42
16/02/2015,FALSE,20:41,FALSE,Lost Desktop,Office 11,TRUE,MAN35,Minor,BAS,Virgin Money,Wilbur Tienda  ,Raymon Currie  ,97,4.04
24/07/2015,FALSE,18:37,TRUE,Stolen RHD,Office 4,TRUE,BRA01,Significant,N&T,Cabinet Office,Darline Goodwill  ,Sterling Raske  ,103,4.29
15/09/2013,TRUE,05:41,FALSE,Unauthorised Access,Office 9,TRUE,BRA07,None,MIS,Cambridgeshire County Council,Efrain Hauk  ,Van Fessenden  ,115,4.79
02/11/2016,FALSE,00:40,FALSE,Stolen Desktop,Office 15,TRUE,MAN34,None,Unknown,Primark,Irma Zamorano  ,Mitch Landa  ,59,2.46
05/08/2011,FALSE,13:40,TRUE,Stolen RHD,Area 7,FALSE,Unknown,Minor,Other (specify),KFC,Harry Hoke  ,Damion Hope  ,122,5.08
02/10/2013,FALSE,21:28,FALSE,Lost USB drive,Office 13,TRUE,MAN35,Minor,ROI,Cabinet Office,Wynona Tonkin  ,Jamal Lacross  ,70,2.92
26/08/2014,FALSE,08:49,TRUE,Lost Laptop,Area 17,FALSE,EDI06,Minor,Business Operations,Ford Motor Company ltd,Raphael Arledge  ,Pablo Gowers  ,238,9.92
06/04/2013,TRUE,07:23,FALSE,Stolen USB drive,Office 13,TRUE,BSN01,Minor,Other (specify),HM Treasury,Wilbur Tienda  ,Bob Luthy  ,37,1.54
30/03/2010,FALSE,07:48,TRUE,Stolen USB drive,Office 11,TRUE,MAN35,Significant,HR,Highland Council,Cher Welter  ,Quinton Claudio  ,31,1.29
25/02/2013,FALSE,04:06,FALSE,Stolen Peripheral,Office 4,TRUE,BSN01,Major,Public Sector,British American Tobacco Plc,Gregory Bieber  ,Sterling Raske  ,66,2.75
12/01/2012,FALSE,22:04,FALSE,Broken Window,Office 7,TRUE,WAR08,Major,HMRC,MOD - DFTS,Lucio Siniard  ,Douglass Dill  ,95,3.96
23/07/2014,FALSE,07:00,TRUE,Lost RHD,Office 9,TRUE,MAN34,None,Marketing,Electricity Supply Board,Wilbur Tienda  ,Jamal Lacross  ,73,3.04
08/12/2012,TRUE,17:01,FALSE,Tailgating,Area 4,FALSE,MAN34,None,Marketing,NI Library Authority,Chae Sather  ,Rueben Bosarge  ,65,2.71
04/04/2015,TRUE,13:11,FALSE,Unsecured PM Document,Area 2,FALSE,BRA07,Significant,Business Operations,Cambridgeshire County Council,Ethan Singer  ,Silas Wand  ,141,5.88
08/07/2015,FALSE,19:44,FALSE,Lost Peripheral,Office 20,TRUE,MAN35,Major,ROI,Ministry of Defence - MoD,Shila Bentler  ,Quinton Claudio  ,136,5.67
31/01/2013,FALSE,11:40,TRUE,Stolen Desktop,Area 1,FALSE,BRA07,None,Business Operations,Ford Motor Company ltd,Edmund Dedrick  ,Pasquale Sonntag  ,47,1.96
12/09/2014,FALSE,22:50,FALSE,Lost RHD,Office 16,TRUE,BRA07,Significant,MIS,Office for National Statistics,Santina Mayr  ,Bob Luthy  ,231,9.63
25/06/2014,FALSE,04:54,FALSE,Lost USB drive,Office 8,TRUE,LON22,Minor,MIS,Office for National Statistics,Renato Boos  ,Raul Holmquist  ,22,0.92
10/05/2014,TRUE,10:38,FALSE,Lost Peripheral,Office 15,TRUE,SOL20,Minor,DNS,Vodafone Plc Government,Neta Veres  ,Mary Clowers  ,48,2
05/10/2012,FALSE,15:08,TRUE,Lost Laptop,Office 8,TRUE,WAR08,Major,Business Operations,Dublin City Council,Irma Zamorano  ,Pablo Gowers  ,224,9.33
11/01/2014,TRUE,19:17,FALSE,Suspicious Character,Office 12,TRUE,SOL10,None,N&T,Primark,Wynona Tonkin  ,Damion Hope  ,137,5.71
21/01/2012,TRUE,08:49,FALSE,Stolen USB drive,Area 3,FALSE,MAN35,Major,Private Sector,PZ Cussons,Juan Bernett  ,Van Fessenden  ,86,3.58
22/04/2015,FALSE,05:32,FALSE,Lost Peripheral,Office 12,TRUE,EDI06,Major,TPG,Post Office Ltd,Renato Boos  ,Raul Holmquist  ,67,2.79
02/03/2015,FALSE,07:49,TRUE,Tailgating,Office 11,TRUE,SOL10,Minor,MIS,NI Water,Yasuko Manigault  ,Van Fessenden  ,27,1.13
29/11/2016,FALSE,10:04,TRUE,Lost Peripheral,Office 18,TRUE,SOL10,Major,ROI,Environment Agency,Jacob Carillo  ,Pasquale Sonntag  ,33,1.38
17/06/2013,FALSE,07:07,TRUE,Stolen Desktop,Office 9,TRUE,BRA07,Minor,BAS,Ministry of Defence - MoD,Elenore Pentz  ,Pasquale Sonntag  ,12,0.5
16/09/2016,FALSE,15:29,TRUE,Tailgating,Office 12,TRUE,CRE02,Minor,ROI,NI Library Authority,Deidra Mayes  ,Jamal Lacross  ,6,0.25
29/07/2015,FALSE,02:07,FALSE,Lost Laptop,Office 2,TRUE,STE04,Minor,BAS,Halfords Ltd.,Len Clyburn  ,Sterling Raske  ,26,1.08
03/10/2014,FALSE,18:31,TRUE,Unsecured PM Document,Area 13,FALSE,MAN34,Minor,BAS,British American Tobacco Plc,Abel Liss  ,Silas Wand  ,32,1.33
21/03/2013,FALSE,15:20,TRUE,Lost Laptop,Office 15,TRUE,EDI06,Minor,Business Operations,HSBC,Babette Garriott  ,Raul Holmquist  ,34,1.42
07/08/2014,FALSE,06:38,FALSE,Tailgating,Office 7,TRUE,WAR08,Major,HR,Reading Borough Council,Marisa Anchondo  ,Silas Wand  ,132,5.5
19/01/2015,FALSE,19:52,FALSE,Unsecured PM Document,Office 6,TRUE,BSN02,Minor,DNS,Alliance Boots plc,Wilbur Tienda  ,Mary Clowers  ,132,5.5
27/07/2015,FALSE,14:17,TRUE,Stolen Desktop,Office 11,TRUE,SOL20,Significant,Other (specify),KFC,Marisa Anchondo  ,Leonardo Mcclane  ,177,7.38
01/07/2016,FALSE,07:33,TRUE,Broken Window,Area 6,FALSE,MAN33,Minor,Other (specify),Specsavers,Wesley Kitt  ,Van Fessenden  ,248,10.33
14/08/2013,FALSE,08:12,TRUE,Unauthorised Access,Area 12,FALSE,CRE02,Minor,HMRC,Vodafone Plc Government,Will Stahly  ,Foster Wax  ,28,1.17
26/02/2013,FALSE,00:45,FALSE,Brief Descriptions,Office 18,TRUE,BSN01,Minor,Private Sector,Police Service of Northern Ireland,Cecille Haubert  ,Raymon Currie  ,72,3
27/09/2013,FALSE,03:36,FALSE,Lost Desktop,Area 12,FALSE,WAR08,Major,BAS,PZ Cussons,Renato Boos  ,Mary Clowers  ,0,0
28/12/2015,FALSE,01:17,FALSE,Unsecured PM Document,Office 11,TRUE,WAK01,Minor,Marketing,HPC Wales,Chantel Lemaire  ,Van Fessenden  ,37,1.54
05/06/2015,FALSE,06:05,FALSE,Tailgating,Area 8,FALSE,BSN01,None,HMRC,Heathrow Airport Limited,China Thurlow  ,Pasquale Sonntag  ,39,1.63
30/11/2014,TRUE,03:09,FALSE,Lost Laptop,Office 17,TRUE,SOL10,Minor,HR,Scottish Water,Deidra Mayes  ,Pasquale Sonntag  ,20,0.83
30/07/2013,FALSE,14:34,TRUE,Lost USB drive,Office 14,TRUE,STE04,Significant,N&T,NI Education & Library Boards,Chae Sather  ,Leonardo Mcclane  ,80,3.33
17/06/2014,FALSE,04:00,FALSE,Stolen RHD,Office 17,TRUE,SWN03,None,Private Sector,High Speed 2 Ltd.,Marlin Southwood  ,Silas Wand  ,47,1.96
02/08/2016,FALSE,07:00,TRUE,Stolen Peripheral,Area 14,FALSE,SOL10,Significant,TPG,G4S Plc,Juan Bernett  ,Raymon Currie  ,132,5.5
21/04/2014,FALSE,20:57,FALSE,Lost RHD,Area 16,FALSE,WAR08,None,DNS,Electricity Supply Board,Juan Bernett  ,Mary Clowers  ,103,4.29
20/11/2014,FALSE,01:37,FALSE,Brief Descriptions,Office 19,TRUE,WAR03,Major,TPG,Virgin Money,Jonathan Wray  ,Douglass Dill  ,167,6.96
21/08/2014,FALSE,20:30,FALSE,Lost USB drive,Office 14,TRUE,EDI06,None,Business Operations,Virgin Money,Voncile Mountain  ,Sterling Raske  ,106,4.42
16/11/2014,TRUE,09:42,FALSE,Stolen Peripheral,Area 9,FALSE,SOL10,None,HMRC,Reading Borough Council,Darline Goodwill  ,Sterling Raske  ,11,0.46
17/06/2014,FALSE,16:25,TRUE,Tailgating,Office 11,TRUE,STE04,None,N&T,KFC,Elenore Pentz  ,Foster Wax  ,163,6.79
25/04/2015,TRUE,19:06,FALSE,Lost Laptop,Office 3,TRUE,MAN34,None,BAS,Ford Motor Company ltd,Harry Hoke  ,Foster Wax  ,224,9.33
22/08/2011,FALSE,09:35,TRUE,Lost Peripheral,Area 5,FALSE,WAR03,None,ROI,Police Service of Northern Ireland,Harry Hoke  ,Rueben Bosarge  ,31,1.29
29/12/2015,FALSE,07:46,TRUE,Stolen Peripheral,Area 18,FALSE,SOL20,Minor,ROI,Electricity Supply Board,Felicidad Vose  ,Quinton Claudio  ,40,1.67
18/04/2013,FALSE,01:44,FALSE,Unsecured PM Document,Area 4,FALSE,WAR03,None,N&T,Ministry of Defence - MoD,Chantel Lemaire  ,Foster Wax  ,28,1.17
26/06/2012,FALSE,03:11,FALSE,Lost Laptop,Office 9,TRUE,MAN35,Minor,Private Sector,Police Service of Northern Ireland,Gregory Bieber  ,Jamal Lacross  ,23,0.96
29/05/2014,FALSE,20:50,FALSE,Stolen Laptop,Office 15,TRUE,Unknown,None,HMRC,Primark,Wynona Tonkin  ,Damion Hope  ,115,4.79
08/03/2013,FALSE,20:54,FALSE,Lost USB drive,Area 6,FALSE,TEL15,None,HR,Post Office Ltd,Rodney Bastin  ,Raul Holmquist  ,73,3.04
17/10/2012,FALSE,11:53,TRUE,Tailgating,Office 7,TRUE,SOL10,Minor,Unknown,NI Library Authority,Bret Orosz  ,Leonardo Mcclane  ,14,0.58
30/08/2013,FALSE,11:25,TRUE,Stolen Laptop,Area 7,FALSE,STE10,Minor,TPG,Alliance Boots plc,Ursula Bradberry  ,Pasquale Sonntag  ,131,5.46
02/11/2013,TRUE,21:21,FALSE,Stolen Laptop,Area 6,FALSE,MAN34,Significant,ROI,PZ Cussons,Len Clyburn  ,Pablo Gowers  ,189,7.88
08/07/2013,FALSE,22:29,FALSE,Lost USB drive,Area 1,FALSE,EDI06,Significant,BAS,Cambridgeshire County Council,Tanner Pecor  ,Pasquale Sonntag  ,73,3.04
06/02/2016,TRUE,17:39,FALSE,Stolen Peripheral,Area 9,FALSE,EDI06,Significant,N&T,Southeastern,Santina Mayr  ,Silas Wand  ,78,3.25
14/11/2012,FALSE,18:01,TRUE,Lost Peripheral,Area 1,FALSE,EDI06,Significant,MIS,High Speed 2 Ltd.,Kiera Lickteig  ,Leonardo Mcclane  ,55,2.29
03/10/2012,FALSE,00:08,FALSE,Lost RHD,Office 20,TRUE,MAN33,Major,MIS,Specsavers,Voncile Mountain  ,Pasquale Sonntag  ,268,11.17
10/10/2012,FALSE,06:16,FALSE,Unsecured PM Document,Office 14,TRUE,STE04,Minor,Public Sector,Dublin City Council,Wesley Kitt  ,Lyle Griswold  ,72,3
20/06/2012,FALSE,07:13,TRUE,Lost Desktop,Office 3,TRUE,WAK01,None,Unknown,Ministry of Defence - MoD,Migdalia Schmitt  ,Jamal Lacross  ,174,7.25
22/06/2013,TRUE,02:15,FALSE,Lost Peripheral,Office 2,TRUE,MAN35,Significant,MIS,Virgin Money,Araceli Urena  ,Raymon Currie  ,104,4.33
07/11/2012,FALSE,08:38,TRUE,Stolen RHD,Office 4,TRUE,SWN03,Minor,HMRC,Bridgestone UK,Chet Swedberg  ,Raul Holmquist  ,136,5.67
08/10/2015,FALSE,23:07,FALSE,Stolen Desktop,Office 10,TRUE,WAK01,None,HR,Cambridgeshire County Council,Babette Garriott  ,Octavio Angert  ,179,7.46
12/05/2013,TRUE,13:33,FALSE,Stolen USB drive,Office 8,TRUE,STE04,None,Business Operations,Halfords Ltd.,Gregory Bieber  ,Silas Wand  ,71,2.96
16/01/2016,TRUE,10:37,FALSE,Stolen Peripheral,Office 8,TRUE,STE04,Significant,Marketing,HPC Wales,Len Clyburn  ,Sterling Raske  ,1,0.04
20/05/2013,FALSE,14:06,TRUE,Lost USB drive,Office 20,TRUE,BSN02,None,DNS,Vodafone Plc Government,Candra Snowball  ,Quinton Claudio  ,77,3.21
01/02/2014,TRUE,02:38,FALSE,Stolen Laptop,Office 20,TRUE,SOL10,Minor,HMRC,Southeastern,Wynona Tonkin  ,Foster Wax  ,53,2.21
09/02/2013,TRUE,23:49,FALSE,Tailgating,Office 17,TRUE,MAN33,None,MIS,Whitbread Group Plc,Migdalia Schmitt  ,Pasquale Sonntag  ,158,6.58
28/07/2014,FALSE,08:54,TRUE,Unsecured PM Document,Office 9,TRUE,SOL10,Minor,Business Operations,PZ Cussons,Tim Pinckard  ,Jamal Lacross  ,49,2.04
08/06/2012,FALSE,17:35,TRUE,Stolen USB drive,Office 3,TRUE,MAN35,None,Marketing,Primark,Wynona Tonkin  ,Raymon Currie  ,188,7.83
17/07/2014,FALSE,16:52,TRUE,Suspicious Character,Office 2,TRUE,STE10,None,Unknown,Office for National Statistics,Wesley Kitt  ,Raymon Currie  ,16,0.67
28/03/2014,FALSE,00:27,FALSE,Lost RHD,Office 2,TRUE,STE04,Significant,TPG,Office for National Statistics,Cecille Haubert  ,Raul Holmquist  ,171,7.13
09/11/2011,FALSE,05:11,FALSE,Stolen RHD,Office 19,TRUE,MAN35,Major,TPG,HM Treasury,Elenore Pentz  ,Octavio Angert  ,132,5.5
03/10/2014,FALSE,23:46,FALSE,Stolen Peripheral,Area 6,FALSE,MAN35,None,MIS,KFC,Cecille Haubert  ,Van Fessenden  ,116,4.83
29/07/2014,FALSE,05:23,FALSE,Stolen Desktop,Area 5,FALSE,STE10,Major,HR,Specsavers,Candra Snowball  ,Raul Holmquist  ,46,1.92
16/11/2013,TRUE,15:47,FALSE,Lost Desktop,Office 18,TRUE,STE04,None,HR,Office for National Statistics,Jacob Carillo  ,Pablo Gowers  ,73,3.04
26/09/2014,FALSE,09:54,TRUE,Lost Desktop,Office 20,TRUE,STE04,Minor,Public Sector,NI Education & Library Boards,Suzan Bogert  ,Douglass Dill  ,50,2.08
04/07/2015,TRUE,20:05,FALSE,Staff with no pass,Area 7,FALSE,MAN33,None,N&T,High Speed 2 Ltd.,Araceli Urena  ,Pablo Gowers  ,280,11.67
13/08/2011,TRUE,18:24,FALSE,Unsecured PM Document,Office 18,TRUE,MAN35,Minor,Marketing,HPC Wales,Vance Mcmanis  ,Dewayne Robichaux  ,65,2.71
29/03/2011,FALSE,18:09,TRUE,Lost USB drive,Unknown,FALSE,CRE02,None,HR,Highland Council,China Thurlow  ,Pablo Gowers  ,32,1.33
12/06/2013,FALSE,09:00,TRUE,Lost RHD,Office 15,TRUE,WAR08,Significant,N&T,Heathrow Airport Limited,Edmund Dedrick  ,Pablo Gowers  ,129,5.38
19/07/2012,FALSE,10:32,TRUE,Stolen Laptop,Area 6,FALSE,BSN02,None,Other (specify),Home Group Limited,Fallon Planas  ,Douglass Dill  ,21,0.88
08/04/2014,FALSE,00:08,FALSE,Stolen Desktop,Office 1,TRUE,BSN02,None,N&T,Whitbread Group Plc,Raphael Arledge  ,Pasquale Sonntag  ,6,0.25
22/11/2014,TRUE,21:38,FALSE,Stolen Peripheral,Area 10,FALSE,BSN01,Significant,Private Sector,Heathrow Airport Limited,Suzan Bogert  ,Dewayne Robichaux  ,46,1.92
21/09/2018,FALSE,00:49,FALSE,Stolen Peripheral,Area 18,FALSE,MAN35,Major,MIS,UK Border Agency,Voncile Mountain  ,Foster Wax  ,28,1.17
06/05/2013,FALSE,07:42,TRUE,Stolen Peripheral,Area 11,FALSE,BSN01,None,Private Sector,Primark,Will Stahly  ,Bob Luthy  ,29,1.21
17/08/2014,TRUE,07:38,FALSE,Stolen RHD,Office 16,TRUE,EDI06,Minor,HMRC,British American Tobacco Plc,Gregory Bieber  ,Pablo Gowers  ,24,1
05/09/2013,FALSE,08:16,TRUE,Unsecured Cabinet,Office 20,TRUE,BSN01,Minor,HR,Reading Borough Council,Chantel Lemaire  ,Sterling Raske  ,3,0.13
10/07/2014,FALSE,05:46,FALSE,Stolen RHD,Area 10,FALSE,STE04,None,HR,NI Water,Bret Orosz  ,Pasquale Sonntag  ,145,6.04
25/11/2012,TRUE,16:08,FALSE,Brief Descriptions,Office 10,TRUE,BRA01,Minor,DNS,HPC Wales,Felicidad Vose  ,Damion Hope  ,63,2.63
07/10/2014,FALSE,04:14,FALSE,Lost RHD,Area 2,FALSE,SOL10,Major,Business Operations,Environment Agency,Abel Liss  ,Raymon Currie  ,55,2.29
31/10/2012,FALSE,07:54,TRUE,Staff with no pass,Area 8,FALSE,MAN33,None,Public Sector,Dublin City Council,Juan Bernett  ,Van Fessenden  ,74,3.08
24/03/2015,FALSE,21:26,FALSE,Stolen Laptop,Unknown,FALSE,BSN01,Significant,Business Operations,High Speed 2 Ltd.,Chae Sather  ,Pablo Gowers  ,15,0.63
18/08/2017,FALSE,19:51,FALSE,Lost Desktop,Area 14,FALSE,MAN34,Major,Finance & Strategy,Dublin City Council,Deidra Mayes  ,Lyle Griswold  ,0,0
01/12/2014,FALSE,15:42,TRUE,Stolen Desktop,Office 15,TRUE,WAK01,None,Marketing,HM Treasury,Suzan Bogert  ,Octavio Angert  ,81,3.38
25/02/2016,FALSE,16:52,TRUE,Stolen Peripheral,Area 5,FALSE,STE04,None,HMRC,HPC Wales,Wynona Tonkin  ,Van Fessenden  ,194,8.08
24/01/2015,TRUE,15:10,FALSE,Brief Descriptions,Area 7,FALSE,CRE02,Significant,Private Sector,High Speed 2 Ltd.,Stanley Bosch  ,Foster Wax  ,163,6.79
11/03/2015,FALSE,17:54,TRUE,Lost Laptop,Area 12,FALSE,STE10,Significant,Private Sector,Virgin Money,Irma Zamorano  ,Sterling Raske  ,88,3.67
13/07/2015,FALSE,20:35,FALSE,Lost Desktop,Office 14,TRUE,SOL10,None,N&T,Home Group Limited,Harry Hoke  ,Damion Hope  ,215,8.96
13/01/2014,FALSE,23:54,FALSE,Suspicious Character,Area 12,FALSE,LON22,None,DNS,PZ Cussons,Wesley Kitt  ,Raul Holmquist  ,10,0.42
24/01/2016,TRUE,05:45,FALSE,Lost Desktop,Area 6,FALSE,STE04,Minor,Finance & Strategy,HM Treasury,Renato Boos  ,Leonardo Mcclane  ,91,3.79
22/07/2013,FALSE,08:08,TRUE,Tailgating,Office 14,TRUE,SOL20,Major,TPG,Scottish Water,Marisa Anchondo  ,Quinton Claudio  ,104,4.33
21/09/2014,TRUE,13:18,FALSE,Stolen USB drive,Office 14,TRUE,BRA07,Minor,DNS,PZ Cussons,Voncile Mountain  ,Quinton Claudio  ,65,2.71
25/06/2014,FALSE,20:12,FALSE,Tailgating,Office 4,TRUE,BSN02,Major,Finance & Strategy,High Speed 2 Ltd.,Renato Boos  ,Van Fessenden  ,24,1
25/08/2011,FALSE,01:16,FALSE,Stolen USB drive,Area 18,FALSE,BRA01,Minor,HR,Environment Agency,China Thurlow  ,Dewayne Robichaux  ,374,15.58
23/03/2015,FALSE,12:09,TRUE,Lost Laptop,Area 11,FALSE,WAK01,Significant,HR,NI Water,Nick Carter  ,Pasquale Sonntag  ,113,4.71
12/09/2012,FALSE,18:33,TRUE,Lost Laptop,Office 12,TRUE,SOL10,None,HR,Post Office Ltd,Elenore Pentz  ,Leonardo Mcclane  ,127,5.29
12/03/2013,FALSE,20:35,FALSE,Stolen Laptop,Office 16,TRUE,MAN34,Significant,MIS,Virgin Money,Nick Carter  ,Jamal Lacross  ,21,0.88
10/03/2015,FALSE,18:16,TRUE,Suspicious Character,Office 16,TRUE,MAN33,Minor,Private Sector,Post Office Ltd,Voncile Mountain  ,Foster Wax  ,120,5
